title,tanggal,waktu,content
"Abolisi Tom Lembong dan Amnesti Hasto, Pengamat: Prabowo Redakan Ketegangan Politik",01 Agustus 2025,00:09 WIB,"JAKARTA– Dewan Perwakilan Rakyat (DPR) RI telah menyetujui usulan Presiden Prabowo Subianto untuk memberikan abolisi kepada Tom Lembong, dan amnesti kepada Hasto Kristiyanto. Langkah politik ini mendapat apresiasi dari berbagai kalangan dan dinilai sebagai upaya menyejukkan situasi nasional serta memenuhi rasa keadilan publik. Usulan resmi tersebut datang dari pemerintah, dan setelah disetujui DPR, pengampunan hukum kepada kedua tokoh kini telah diberlakukan. Pengamat politik sekaligus Direktur Informasi dan Komunikasi GREAT Institute, Khalid Zabidi menyebut, keputusan ini mencerminkan komitmen Prabowo untuk membangun suasana yang damai dan kondusif di Indonesia. “Presiden menunjukkan sikap kenegarawanan dan keberpihakan pada persatuan. Abolisi dan amnesti ini bukan hanya solusi hukum, tapi juga bentuk rekonsiliasi politik untuk meredakan ketegangan,” ujar Khalid, Kamis (31/7/2025). "
"Relawan Jokowi: ""Orang Besar"" dalam Kisruh Ijazah Bukan Tokoh Partai Politik",30 Juli 2025,21:49 WIB," JAKARTA- Polemik seputar keaslian ijazah Presiden ke-7 RI Joko Widodo memasuki babak baru, setelah pernyataan Jokowi soal adanya “orang besar” di balik kegaduhan ini memunculkan berbagai spekulasi publik. Menanggapi hal tersebut, Relawan Jokowi, Relly Reagen, menegaskan bahwa sosok yang dimaksud Presiden bukan berasal dari partai politik mana pun. Menurut Relly, saat ini seluruh isu terkait ijazah Presiden sudah masuk ke ranah hukum dan tengah ditangani aparat penegak hukum. “Apa yang disampaikan (analisa) sekarang sudah masuk proses hukum,” ujar Relly dalam program Rakyat Bersuara di iNews TV, Rabu (30/7/2025). Relly menekankan, bahwa istilah “orang besar” yang disebut Presiden bukan merujuk kepada tokoh partai tertentu, melainkan individu yang aktif secara politik di luar struktur formal. “Terkait orang besar yang disampaikan Jokowi adalah orang yang punya kegiatan politik terkait ini. Bukan si A, bukan si Fulan, dan tidak ada kaitan dengan warna politik tertentu,” jelasnya. "
"LPS Cabut Izin 2 BPR, Ada Indikasi Terlibat Politik",29 Juli 2025,09:54 WIB,"JAKARTA- Lembaga Penjamin Simpanan (LPS) telah mencabut izin usaha dua Bank Perkreditan Rakyat (BPR) sepanjang tahun 2025. Ketua Dewan Komisioner LPS Purbaya Yudhi Sadewa mengungkapkan bahwa salah satu BPR terindikasi terlibat dalam aktivitas politik. ""Jadi, selama tahun 2025, sampai saat ini ada dua BPR yang dicabut usahanya,"" ujar Purbaya dalam konferensi pers hasil rapat KSSK, dikutip Selasa (29/7/2025). BPR pertama yang dicabut izin usahanya adalah BPR Gebu Prima di Medan, pada tanggal 17 April 2025. Dari total penjaminan sebesar Rp39 miliar, LPS telah membayarkan uang klaim sebesar Rp28 miliar, atau sekitar 70 persen. ""Uang klaim yang sudah dibayar sebesar Rp28 miliar atau 70 persen dari penjaminan sebesar Rp39 miliar,"" ungkap Purbaya. BPR kedua adalah BPR Dwicahaya Nusaperkasa di Malang, yang izin usahanya dicabut pada 24 Juli 2025. Purbaya menyampaikan bahwa karena pencabutan ini baru saja dilakukan, pembayaran tahap pertama uang penjaminan akan dilakukan dalam minggu ini. Tercatat, jumlah pinjaman BPR ini di neraca mencapai sekitar Rp30 miliar. "
"Hasto Divonis 3,5 Tahun Penjara, PDIP: Tahanan Politik!",27 Juli 2025,16:59 WIB,"JAKARTA– Ketua DPP PDIP Djarot Saiful Hidayat, menyebut kasus yang menjerat Sekjen PDIPHasto Kristiyantosebagai bentuk tahanan politik karena berbeda pandangan dengan penguasa. Diketahui, Hasto divonis 3,5 tahun penjara dalam kasus suap pengurusan pergantian antar waktu (PAW) Anggota DPR dan perintangan penyidikan Harun Masiku oleh Pengadilan Tindak Pidana Korupsi (Tipikor) pada Pengadilan Negeri Jakarta Pusat. ""Yang kemarin kita mengetahui bersama bahwa vonis terhadap Hasto, tetap kita hargai, hormati. Kita melihat bahwa forum pengadilan kemarin itu lebih banyak forum pengadilan yang politik. Ini persoalan politik dan Pak Sekjen menjadi tahanan politik,"" ujar Djarot di Kantor DPP PDIP, Menteng, Jakarta Pusat, Minggu (27/7/2025). ""Karena berbeda dengan penguasa, berbeda dengan raja yang tidak mau kritik maka dicari kesalahannya,"" tambahnya. Djarot menekankan putusan hakim Tipikor hanya fokus pada isi pesan melalui WhatsApp, karena tidak ditemukan fakta adanya aliran uang secara langsung dari Hasto."
"Vonis Hasto 3,5 Tahun Penjara, Hakim Tegaskan Tak Terpengaruh Tekanan Politik!",25 Juli 2025,21:36 WIB,"JAKARTA– Majelis hakim Pengadilan Tipikor Jakarta menegaskan dalam memvonis Sekretaris Jenderal PDIP,Hasto Kristiyantomurni berpegang pada fakta persidangan. Majelis hakim membantah adanya tekanan politik dalam menangani perkara tersebut. “Menimbang bahwa majelis hakim perlu menegaskan dengan tegas, bahwa seluruh pertimbangan dan putusan majelis dalam perkara ini didasarkan semata-mata pada fakta yang terungkap di persidangan, alat bukti yang sah menurut hukum, keterangan saksi di bawah sumpah, barang bukti yang diajukan, keterangan terdakwa, dan ketentuan hukum yang berlaku,” kata Hakim Anggota, Sunoto, membacakan pertimbangan putusan Hasto, Jumat (25/7/2025). “Sementara majelis hakim menolak dan tidak terpengaruh oleh tekanan politik dari pihak manapun, opini publik atau pemberitaan media, kepentingan politik atau golongan tertentu, spekulasi kekuatan besar, maupun isu-isu di luar fakta persidangan,” sambungnya. Pernyataan tersebut disampaikan majelis hakim guna menyanggah keterangan Hasto yang menyebut dirinya pernah didatangi orang tidak dikenal dan diminta untuk mundur dari posisi Sekretaris Jenderal PDIP setelah memecat tiga kader partai berlambang banteng moncong putih tersebut. Selain itu, hal ini juga untuk membantah klaim Hasto soal tuntutan tujuh tahun penjara dari jaksa penuntut umum yang ia sebut sebagai akibat dari adanya ""kekuatan besar"" yang memengaruhi proses tersebut. “Terhadap dalil tersebut, majelis hakim mempertimbangkan bahwa tuntutan jaksa penuntut umum adalah pelaksanaan fungsi penuntutan yang independen berdasarkan hasil pembuktian dalam persidangan, bukan berdasarkan pesanan atau tekanan pihak manapun,” ujarnya. "
"Hadiri Harlah ke-27 PKB, Sekjen Perindo: Sambung Silaturahmi dan Kerja Sama Politik",23 Juli 2025,23:20 WIB,"JAKARTA -Sekjen DPP Partai Perindo, Andi Yuslim Patawari (AYP) menghadiri kegiatan Hari Lahir ke-27PKB, di JCC Senayan, Jakarta, Rabu (23/7/2025) malam. AYP mengatakan, kedatangannya untuk menyambung silaturahmi dan kerja sama politik. ""Kegiatan hari ini kami dari Partai Perindo mewakili Ketua Umum Bu Angela, tadi beliau menyampaikan salam pada PKB, tentu sebagai Partai kita datang menyambung silaturahmi dan kerja sama politik,"" ujarnya di lokasi, Rabu (23/7/2025). Pihaknya berharap PKB senantiasa berkomitmen berpartisipasi dalam memperjuangkan aspirasi rakyat Indonesia. Dia juga tidak lupa,menyampaikan salam Ketua Umum Partai Perindo, Angela Tanoesoedibjo kepada Ketum PKB,Muhaimin Iskandar. ""Kami tentu menyampaikan terima kasih atas undangan dari PKB, kami ucapkan selamat hari ulang tahun,”ujarnya. “Kami berharap PKB senantiasa komitmen untuk melakukan partisipasi politik, memperjuangkan aspirasi rakyat,"" lanjut Wakil Ketua Umum Kadin Indonesia tersebut. Sementara itu, Ketua DPP Partai Perindo Bidang Koordinasi dan Sinergi Legislator, Gardian Muhammad menambahkan, Partai Perindo menyampaikan selamat hari lahirnya PKB ke 27. Diharapkan, PKB terus menyampaikan ide dan gagasannya yang luar biasa untuk kemajuan Indonesia. "
"PN Jakpus Tegaskan Vonis Tom Lembong Murni Fakta Hukum, Tidak Ada Tekanan Politik!",22 Juli 2025,08:33 WIB,"JAKARTA– Pengadilan Negeri (PN) Jakarta Pusat menegaskan vonis yang dijatuhkan kepada Thomas Trikasih Lembong aliasTom Lembongmurni berdasarkan fakta hukum. Tak ada intervensi maupun tekanan dalam putusan 4,5 tahun penjara itu. ""Majelis hakim tidak terkontaminasi, tidak menggali kebenaran-kebenaran yang ada di luar persidangan, apakah itu tekanan, apakah itu isu-isu politik dan sebagainya. Itu yang terpenting, tidak berdasarkan intervensi maupun tekanan lainnya,"" kata Juru Bicara PN Jakarta Pusat, Andi Saputra, dikutip Selasa (22/7/2025). Andi pun mengimbau masyarakat agar membaca secara utuh kasus yang menjerat Tom Lembong, bukan hanya informasi yang berseliweran di media sosial. Tom Lembong terbukti melakukan korupsi dalam kasus importasi gula saat menjabat Menteri Perdagangan. ""Dalam menyikapi berbagai isu di sosial media ataupun di berbagai media lainnya, kami hanya meminta kepada masyarakat untuk membaca secara utuh—tidak hanya yang meringankan saja atau yang memberatkan saja—tetapi dibaca secara berimbang sehingga bisa mendapatkan garis besar benang merah mengapa putusan itu dijatuhkan,"" ujarnya. Andi menyatakan putusan terhadap Tom Lembong belum berkekuatan hukum tetap. Sehingga, kolega Anies Baswedan itu masih dapat mengajukan upaya hukum banding jika tidak puas dengan vonis itu. ""Kami memohon kepada seluruh masyarakat untuk bersabar karena proses hukum sedang dan masih berlangsung bagi para pihak yang belum puas. Silakan menunggu karena masih diberi peluang untuk mengajukan upaya hukum banding,"" ucapnya. "
"Rayuan Politik Ken Arok, Menarik Kaum Brahmana untuk Pisahkan Tumapel dari Kediri",16 Juli 2025,06:23 WIB," JAKARTA- Konflik di wilayah Kerajaan Kediri saat dipimpin Raja Kertajaya dimanfaatkan betul oleh Ken Arok. Saat itu, Ken Arok berhasil mengkudeta Tunggul Ametung, akuwu Tumapel, yang merupakan wilayah kekuasaan Kerajaan Kediri. Ken Arok memanfaatkan keberadaan kaum brahmana atau pemuka agama di wilayah Kediri yang sedang berselisih dengan sang raja. Kebijakan Kertajaya yang sewenang-wenang seringkali menimbulkan benturan pendapat dengan kaum brahmana. Keberhasilan Ken Arok menguasai Tumapel, yang saat itu merupakan kecamatan di wilayah Kediri, memunculkan harapan baru bagi kaum brahmana. Mereka dan keluarganya mulai diberikan tempat dan perlindungan oleh Ken Arok. Ia juga membangun kekuatan di Tumapel, yang kini menjadi wilayah Malang, untuk mempersiapkan perlawanan terhadap Kediri. Kaum brahmana percaya bahwa dengan pengalaman Ken Arok dalam menggulingkan Tunggul Ametung, hal serupa bisa ia lakukan terhadap Kertajaya. Terlebih, mereka juga mendukung langkah Ken Arok dari belakang. Saudara dan keluarga besar kaum brahmana Kediri yang pernah berjasa kepada Ken Arok diminta untuk pindah ke Tumapel. Bahkan, menurut buku Hitam Putih Ken Arok: Dari Kejayaan Hingga Keruntuhan, mereka diberikan jabatan dan fasilitas oleh Ken Arok. "
Menakar Peluang Gerakan Rakyat Jadi Kendaraan Politik Anies di Pemilu 2029,13 Juli 2025,14:30 WIB,"JAKARTA– Ketua Umum (Ketum) DPP Gerakan Rakyat, Sahrin Hamid, mengaku masih jauh mengaitkan organisasinya akan menjadi kendaraan Anies Baswedan pada Pilpres 2029. Fokus saat ini adalah penguatan struktur organisasi, bukan merencanakan pembentukan partai politik. ""Kami tentunya bersyukur ada yang memberikan catatan terhadap Gerakan Rakyat. Bagi kami, yang terpenting saat ini adalah menata—menata struktur kami dan menata organisasi. Sehingga organisasi ini memiliki arah dan sistem,"" ujar Sahrin di kawasan Menteng, Jakarta Pusat, pada Minggu (13/7/2025). Sahrin menilai potensi suara Anies di Pilpres 2024 cukup menjanjikan. Namun, apabila ada yang menilai Gerakan Rakyat akan menjadi partai gurem, dirinya menanggapi hal itu dengan santai. ""Kami lihat potensi suara Pak Anies. Pertama, Pak Anies itu mendapatkan sekitar 24,9 persen, setara 40 juta suara. Jumlah 40 juta sangat besar dalam konteks partai politik. Tidak ada partai politik yang mencapai suara 25 persen,"" ucapnya. Sahrin menekankan Gerakan Rakyat masih dinamis dan terus mendengarkan langsung masukan dari wilayah-wilayah yang menjadi basis massa. ""Mereka yang bersentuhan langsung dengan basis elektoral, mereka yang bersentuhan langsung dengan basis masyarakat, tentunya kita patut mendengarkan. Dan siang ini momentumnya untuk mendengarkan pandangan dari seluruh wilayah Indonesia. Apa yang akan ditanyakan dan dibahas di Gerakan Rakyat ini? Nanti tentunya mereka akan memberikan pandangan. Kami akan sampaikan nanti, apa kira-kira pandangan umum, mayoritas dari seluruh peserta rapat pimpinan nasional ini,"" ungkapnya. (Fetra Hariandja)"
"Wall Street Lesu, Saham Tesla Anjlok 6 Persen Usai Elon Musk Bentuk Partai Politik",07 Juli 2025,21:39 WIB,"JAKARTA– Bursa saham Amerika Serikat (AS), Wall Street, dibuka melemah pada awal perdagangan minggu ini. Wall Street tertekan karena meningkatnya kekhawatiran investor terhadap kebijakan tarif Presiden Donald Trump dan pernyataan politik CEO Tesla, Elon Musk. Dow Jones Industrial Average melemah 0,28% ke 44.701,91, S&P 500 turun 0,40% ke 6.254,13, dan Nasdaq Composite menanjak 0,53% ke 20.492,88. Ketiga indeks utama Wall Street menurun di awal perdagangan. Presiden AS, Donald Trump, mengaku hampir merampungkan sejumlah kesepakatan dengan negara mitra dagang. Pengenaan tarif impor AS akan berlaku efektif pada 1 Agustus 2025. Namun, Trump justru mengancam bakal memberlakukan tambahan tarif 10 persen terhadap negara-negara dari kelompok BRICS, yang terdiri dari Brasil, Rusia, India, China, dan Afrika Selatan. Sentimen pasar juga dipengaruhi minimnya data ekonomi pada pekan ini, di mana AS akan merilis laporan klaim pengangguran awal pada Kamis mendatang. “Pasar saat ini berada dalam lingkungan yang cenderung menghindari risiko, dan ketidakpastian tarif memang menjadi penyebab utama,” ujar Senior Markets Strategist Brown Brothers Harriman, Elias Haddad, dilansir Investing, Senin (7/7/2025). Di antara saham megacap, Tesla anjlok 6% pada pra-perdagangan setelah CEO Elon Musk mengumumkan pembentukan partai politik baru di AS. Keputusan Musk pun berpotensi memperuncing perseteruannya dengan Trump. Sementara itu, Nvidia turun 1%, meski kapitalisasi pasarnya mendekati USD 4 triliun dan berpotensi menjadi perusahaan paling bernilai di dunia sepanjang sejarah. "
"Hasto Dituntut 7 Tahun Penjara, Kuasa Hukum: Ini Bukan Kejahatan Murni, Tapi Kriminalisasi Politik",03 Juli 2025,23:52 WIB,"JAKARTA- Tuntutan tujuh tahun penjara terhadap Sekretaris Jenderal (Sekjen) PDIP,Hasto Kristiyantomerupakan bentuk kriminalisasi politik. Demikian disampaikan Kuasa Hukum Hasto, Maqdir Ismail, di Pengadilan Tipikor Jakarta, Kamis (3/7/2025). Menurutnya, perkara ini tidak semestinya dikategorikan sebagai tindak pidana biasa, melainkan sebagai upaya politisasi hukum. ""Saya kira hal yang sangat perlu mendapat perhatian kita bahwa perkara ini bukan perkara kejahatan murni, tetapi ini adalah seperti berulang kali kami katakan, ini adalah perkara politik yang dikriminalkan,"" kata Maqdir Ismail. ""Ini adalah kriminalisasi politik agar supaya ini bisa dituntut dengan tuntutan yang tinggi, diciptakanlah pasal apa yang disebut dengan obstruction of justice,"" sambungnya. Maqdir juga mempertanyakan alat bukti yang digunakan jaksa, khususnya soal data Call Detail Record (CDR) yang dianggap tidak logis dan mencederai akal sehat. Di mana, terdapat perjalanan Harun Masiku dari Jakarta Barat ke Jakarta Pusat hanya ditempuh satu satu detik. ""Kalau mereka mau jujur, penuntut umum itu mereka juga harusnya mengakui bahwa kalau satu hal yang terkait dengan CDR yang mereka katakan, mereka tidak pernah mau ungkap bahwa perjalanan Harun Masiku dari Jakarta Barat sampai ke Tanah Abang hanya dalam waktu satu detik. Ini sesuatu yang betul-betul sangat mencederai akal sehat,"" ujarnya. "
Komisi I DPR Nilai Serangan Israel ke Iran Bentuk Manuver Politik Benyamin Netanyahu,14 Juni 2025,18:16 WIB," JAKARTA- Anggota Komisi I DPR RI, Sukamta mengecam keras aksi militer Israel yang menyerang fasilitas nuklir Iran dan sejumlah titik strategis di negara lainnya. Ia menyebut serangan ini sebagai bentuk agresi terbuka yang tidak hanya melanggar hukum Internasional, tetapi juga memperlihatkan wajah brutal Israel yang semakin kehilangan legitimasi moral di mata dunia. Menurutnya, eskalasi ini bukanlah respons pertahanan, melainkan bagian dari manuver politik Perdana Menteri (PM) Israel, Benjamin Netanyahu yang tengah terpojok oleh tekanan internasional dan krisis legitimasi di dalam negeri. ""Netanyahu sedang dalam tekanan luar biasa. Dukungan Barat terhadap kebrutalan genosidanya di Gaza mulai surut. Bahkan dari dalam negeri Israel sendiri, gelombang kritik atas kepemimpinannya kian membesar,"" kata Sukamta, Sabtu (14/6/2025). Sukamta menilai, serangan Israel ke Iran hanya sebagai langkah mencari perhatian dari negara barat. ""Maka serangan ke Iran tampak seperti langkah putus asa untuk kembali menarik simpati negara-negara Barat yang memang punya sentimen terhadap Iran, apalagi terkait isu nuklir,"" tuturnya. Untuk itu, Sukamta menilai, Israel kini lebih pantas disebut sebagai agresor regional, bukan lagi negara yang berperang untuk mempertahankan diri. Ia berharap agar global tetap berfokus pada serangan Israel ke Palestina. ""Ini bukan soal eksistensi Israel, ini soal eksistensi politik Netanyahu. Dunia internasional tidak boleh terkecoh. Fokus utama tetap harus pada genosida terhadap rakyat Palestina yang hingga kini belum dihentikan,"" sebut Sukamta. "
"Soal Dana Penghijauan di Perkara Hasto, Ahli Bahasa: Dalam Konteks Politik Bukan Menanam Pohon",12 Juni 2025,17:28 WIB,"JAKARTA-Ahli Bahasasekaligus Dosen Fakultas Ilmu Pengetahuan Budaya Universitas Indonesia (UI), Frans Asisi Datang menjelaskan maksud dana 'penghijauan' yang mencuat dalam perkara Sekretaris Jenderal PDIP,Hasto Kristiyanto. Menurutnya, dalam konteks politik hal tersebut tentu bukan untuk menanam pohon. Hal itu ia sampaikan saat menjadi ahli bahasa yang dihadirkan dalam sidang kasus dugaan suap pergantian antar waktu (PAW) anggota DPR RI dengan terdakwa Sekjen PDIP, Hasto Kristiyanto di Pengadilan Tipikor Jakarta, Kamis (12/6/2025). ""Jadi kita baca dulu, hanya teksnya Ahli tidak perlu lihat latar belakangnya. Nah, dari teks ini, ini kan percakapan Ahli sudah juga melihat chat ini ada di BAP nomor 15,"" kata jaksa. ""Kata-katanya adalah dari nomor handphone, sekian, atas nama di situ Mas Hasto Nyu-Nyu. Dikatakan tadi ada 600, yang 200 dipakai untuk DP penghijauan dulu. Konteks ini saja dulu Ahli. Di luar daripada pengetahuan Ahli tentang perkara ini. Nah, dari sisi keilmuan Ahli, baik itu dari sisi linguistik forensik maupun dari semantik pragmatik, terlihat tidak apa yang dibicarakan di sini?"" sambunt jaksa bertanya. ""Ada sesuatu yang jumlahnya 600, lalu yang 200 dipotong dari 600 itu dipakai untuk DP penghijauan,"" jawab Frans. ""Dipakai untuk DP penghijauan. Nah, di situ diawali dengan kata tadi ada 600. Berarti 600 ini ada di siapa?"" tanya jaksa lagi. ""Ada di orang yang menulis WA itu,"" respons Frans. ""Menulis WA ini, karena di situ tertulisnya yang mengirim Mas Hasto Nyu-Nyu. Kemudian di situ ada dua kata angka, 600 dan digunakan 200. Nah, dari analisa Ahli terkait dengan kata 600, ada 600, pakai dulu 200. Kemudian ada pesan yang terselubung tidak dari kalimat ini?"" tanya jaksa lagi. ""Ini kalau lepas konteks. Lepas konteks ini pengertiannya hanya untuk penghijauan, yaitu sesuatu menanam pohon, membuat hutan,"" jawab Frans. ""Ini terkait angkanya saja dulu, nanti saya tanya yang penghijauan,"" kata jaksa. ""Terkait angkanya, tadi ada 600, yang 200 berarti 600 dikurang 200, ada sisa 400,"" jawab Frans. ""Ada sisa 400, berarti itu yang ditekankan oleh si pengirim pesan bahwa ada sisa 400 ya,"" tanya jaksa yang kemudian diamini Frans. "
Rossa Isyaratkan Terjun ke Politik demi Perjuangkan Nasib Industri Musik Indonesia,08 Juni 2025,17:41 WIB,"JAKARTA-Rossamengungkapkan keinginannya untuk terjun ke dunia politik demi memperjuangkan kesejahteraan pelaku industri musik Tanah Air yang selama ini kerap terabaikan. Rossa, yang telah lebih dari dua dekade malang melintang di dunia musik Indonesia, menilai bahwa regulasi dan perlindungan hukum terhadap pelaku industri musik masih jauh dari ideal. “Pasti kita semuanya juga ingin, karena kita insan musik yang hidupnya dari industri musik, baik penyanyi maupun pencipta lagu itu sama. Ingin kesejahteraan, juga kebebasan dan rasa aman ketika berkarya,” ujar Rossa, saat diwawancara di MNC Studios, Kebon Jeruk, Jakarta, Minggu (8/6/2025).  Ia menyuarakan keresahan yang selama ini dirasakan tidak hanya oleh dirinya sendiri, tetapi juga oleh banyak rekan seprofesi. “Aku yakin penyanyinya juga resah, penciptanya juga. Kita butuh kepastian hukum, sebetulnya itu sih,” lanjutnya. Pernyataan ini bukan sekadar unek-unek pribadi, melainkan refleksi dari keresahan kolektif insan musik Tanah Air. Rossa berharap, suara-suara dari kalangan musisi bisa lebih diperhatikan oleh para pemangku kebijakan, khususnya anggota Dewan Perwakilan Rakyat (DPR). Ia pun menyampaikan apresiasi kepada beberapa musisi Tanah Air yang telah menjadi bagian dari legislator karena telah berupaya memahami kondisi riil industri kreatif. “Jadi terima kasih juga buat teman-teman yang ada di DPR, semoga bisa menyuarakan dan bisa mewakili apa yang kita semua resahkan,” katanya. Lebih lanjut, Rossa menyoroti pentingnya pembaruan terhadap undang-undang yang mengatur industri musik. Menurutnya, regulasi yang ada saat ini belum sepenuhnya relevan dengan perkembangan zaman, khususnya di tengah kemajuan teknologi dan pola distribusi musik digital. “Undang-undangnya juga harus direvisi, karena juga kan harus mengikuti zaman. Dan kalau ada undang-undang, kan kita kiblatnya bisa ke situ,” tuturnya penuh harap. "
Isu Pemakzulan Gibran Disebut Tak Berdasar dan Halusinasi Politik,06 Juni 2025,19:22 WIB,"JAKARTA- Forum Purnawirawan Prajurit TNI yang menyurati Majelis Permusyawaratan Rakyat (MPR) soal usulan pemakzulan Wakil Presiden (Wapres) Gibran Rakabuming Raka. Usulan tersebut kembali mendapat perhatian masyarakat. ""Kita sedang bicara soal negara, bukan sedang main game. Mengusulkan pemakzulan wakil presiden yang sah hanya karena tak puas dengan putusan Mahkamah Konstitusi, itu seperti membanting papan catur karena kalah langkah, bukan karena aturan mainnya yang keliru,"" ujar Ketua Umum Rakyat Millenial Indonesia, Nasrudin, Jumat (6/6/2025). Menurutnya, usulan tersebut dianggap sebagai sandiwara konstitusional yang tidak hanya mempermainkan demokrasi, tetapi juga merupakan drama politik berlebihan dan miskin dasar hukum. Bahkan, mengarah pada pembajakan logika hukum. ""Kalau setiap ketidaksukaan bisa dijadikan alasan untuk memakzulkan, lalu apa gunanya kita menggelar pemilu yang mahal dan melelahkan? Cukup kumpulkan tanda tangan, bangun opini saja. Praktis memang, tapi itu bukan demokrasi namanya, itu manipulasi berkedok aspirasi,"" tuturnya. Dia menambahkan, putusan MK bersifat final dan mengikat sebagaimana diatur dalam konstitusi, dan tidak bisa dijadikan dasar untuk melakukan pemakzulan tanpa pelanggaran berat sebagaimana diatur dalam Pasal 7B UUD 1945. Pemilu telah selesai, rakyat sudah memilih, dan tugas seluruh elemen bangsa kini mengawal jalannya pemerintahan, bukan menambah beban lewat kegaduhan yang dibuat-buat. ""Jangan sampai pemakzulan dijadikan panggung pelampiasan frustrasi politik. Jangan bawa Negara masuk lorong gelap frustrasi politik,"" pungkasnya. "
"Dudung Tidak Maju Caketum karena Tidak Minat Politik, PPP: Kami Anggap Biasa",30 Mei 2025,10:13 WIB,"JAKARTA- Juru Bicara Partai Persatuan Pembangunan (PPP) Usman M Tokan mengaku telah mendengar kabar Penasihat Khusus Presiden Bidang Pertahanan Nasional, Jenderal TNI (Purn) Dudung Abdurachman tidak ingin bergabung ke PPP. Padahal banyak kader yang menaruh harapan terhadap Dudung bisa membesarkan PPP. ""Sejak awal kami mendengar kabar bahwa beliau berkeinginan untuk bergabung ke PPP dan banyak kader menaruh simpati. Kader akan menerima dengan senang hati apabila beliau bisa bersama membesarkan PPP,"" kata Usman saat dihubungi, Jumat (30/5/2025). Perkembangan partai umat Islam di Indonesia ini sangat dinamis. Apalagi saat PPP tidak lolos ke parlemen di Pileg 2024. Kendati demikian, Usman menganggap wajar bila Dudung menyatakan tidak ingin maju sebagai calon Ketua Umum PPP. ""Dari sekian banyak nama yang sempat muncul ke permukaan, saat ini sudah ada pernyataan Gus Ipul tidak sanggup memimpin PPP. Sekarang ada pernyataan Pak Dudung mundur dari pencalonan di Muktamar PPP, kami anggap hal biasa,"" tuturnya. Usman menilai, perebutan kursi kekuasaan partai berlogo Kakbah itu akan semakin seru. Publik bisa mengamati pengerucutan nama yang berpotensi maju ke dalam bursa pencalonan calon Ketua Umum PPP. "
"Dudung Abdurachman Putuskan Tak Maju Caketum PPP, Belum Minat Politik",30 Mei 2025,00:06 WIB,"JAKARTA- Penasihat Khusus Presiden Bidang Pertahanan Nasional Jenderal TNI (Purn)Dudung Abdurachmanmenyatakan tak akan maju menjadi calon Ketua Umum Partai Persatuan Pembangunan (PPP). Hal itu dilandasi lantaran Dudung belum berminat terjun ke dunia politik. ""Saya tidak (maju sebagai caketum PPP). Ya Saya belum berminat politik, hehehe,"" kata Dudung saat ditemui di Kantor Kemenag, Jakarta Pusat, Kamis (29/5/2029). Ketua Komite Kebijakan Industri Pertahanan (KKIP) ini juga mengaku, dirinya belum berkomunikasi apapun dengan kader PPP. ""Belum, belum ada,"" ujar Dudung. Sekedar informasi, PPP bakal menggelar pemilihan ketua umum melalui forum muktamar yang direncanakan bakal digelar antara Agustus-September 2025. Sejumlah figur eksternal, masuk ke dalam bursa calon ketua umum. Salah satunya, Penasihat Khusus Presiden Urusan Pertahanan Nasional sekaligus eks KSAD Jenderal (Purn) TNI Dudung Abdurachman hingga Menteri Sosial (Mensos) Syaifullah Yusuf (Gus Ipul). (Angkasa Yudhistira)"
"Terima Suap Rp593 Miliar, Mantan Penasihat Politik China Divonis Hukuman Mati",21 Mei 2025,14:55 WIB,"BEIJING- Mantan penasihat politik seniorChina, Han Yong (68), dijatuhi hukuman mati dengan penangguhan hukuman 2 tahun oleh Pengadilan Nanning di wilayah otonomi Guangxi Zhuang. Putusan itu dijatuhkan setelah ia menerima suap 261 juta yuan atau sekira Rp593 miliar. Han juga dicabut hak politiknya seumur hidup dan semua aset pribadinya disita, menurut putusan pengadilan, melansir China Daily, Rabu (21/5/2025). Pengadilan memerintahkan agar keuntungan dan laba yang diperolehnya secara ilegal diserahkan ke kas negara. Penyelidikan mengungkap, Han menggunakan jabatan dan pengaruhnya di Provinsi Jilin dan Shaanxi, serta wilayah otonomi Uygur Xinjiang, untuk mencari keuntungan bagi departemen dan individu lain antara tahun 1993 dan 2023. Pengadilan menyatakan Han menerima suap dengan total lebih dari 261 juta yuan. Suap itu sebagai imbalan untuk membantu orang lain dengan operasi bisnis, kontrak proyek, dan pengaturan personel. Pengadilan mengatakan tindakan Han merupakan tindak pidana penyuapan, dengan jumlah yang terlibat ""sangat besar"". Kerugian yang ditimbulkan bagi kepentingan negara dan rakyat ""sangat besar"". Dikatakan, kejahatannya layak dijatuhi hukuman mati. Namun, pengadilan mengatakan memutuskan untuk menjatuhkan hukuman mati yang ditangguhkan. Hal itu karena Han mengakui kejahatannya, menunjukkan penyesalan, gagal memperoleh sebagian suap, secara sukarela mengungkapkan sebagian suap yang sebelumnya tidak diketahui oleh penyidik, dan secara sukarela mengembalikan keuntungan ilegalnya. Di China, hukuman mati yang ditangguhkan biasanya diubah menjadi penjara seumur hidup jika narapidana tidak melakukan pelanggaran lebih lanjut selama penangguhan hukuman dua tahun. Hukuman tersebut dapat dikurangi lebih lanjut berdasarkan perilaku yang baik. "
