date,title,content,label,article_id,text
2022-03-11,perkembangan ham di indonesia setelah kemerdekaan," ham adalah suatu hak yang sudah ada dan melekat pada martabat setiap manusia. hak asasi manusia dibawa sejak lahir ke dunia sehingga pada dasarnya hak ini bersifat kodrati. ham bersifat universal atau menyeluruh karena dimiliki oleh setiap orang tanpa adanya perbedaan ras, jenis kelamin, agama, suku, budaya, dan identitas lain yang melekat. pemahaman ham di indonesia sebagai tatanan nilai, norma, sikap yang hidup di masyarakat, serta acuan dalam bertindak pada dasarnya sudah berlangsung sejak lama. ham di indonesia mengalami perkembangan pemahaman dari masa ke masa, termasuk pada periode setelah kemerdekaan. pemahaman ham pada awal kemerdekaan masih pada hak untuk merdeka, hak kebebasan untuk berserikat melalui organisasi politik yang didirikan, dan kebebasan menyampaikan pendapat terutama dalam parlemen. pemahaman ham telah mendapat legitimasi secara formal karena telah memperoleh pengaturan yang masuk dalam hukum dasar atau konstitusi negara yaitu undang-undang dasar 1945. komitmen bangsa indonesia pada periode awal kemerdekaan tercantum dalam maklumat pemerintah tanggal 1 november 1945. lebih lanjut, negara memberikan keleluasaan kepada rakyat untuk mendirikan partai politik. hal ini tercantum dalam maklumat pemerintah tanggal 3 november 1945.",0,KOMPAS_9553,"perkembangan ham di indonesia setelah kemerdekaan. ham adalah suatu hak yang sudah ada dan melekat pada martabat setiap manusia. hak asasi manusia dibawa sejak lahir ke dunia sehingga pada dasarnya hak ini bersifat kodrati. ham bersifat universal atau menyeluruh karena dimiliki oleh setiap orang tanpa adanya perbedaan ras, jenis kelamin, agama, suku, budaya, dan identitas lain yang melekat. pemahaman ham di indonesia sebagai tatanan nilai, norma, sikap yang hidup di masyarakat, serta acuan dalam bertindak pada dasarnya sudah berlangsung sejak lama. ham di indonesia mengalami perkembangan pemahaman dari masa ke masa, termasuk pada periode setelah kemerdekaan. pemahaman ham pada awal kemerdekaan masih pada hak untuk merdeka, hak kebebasan untuk berserikat melalui organisasi politik yang didirikan, dan kebebasan menyampaikan pendapat terutama dalam parlemen. pemahaman ham telah mendapat legitimasi secara formal karena telah memperoleh pengaturan yang masuk dalam hukum dasar atau konstitusi negara yaitu undang-undang dasar 1945. komitmen bangsa indonesia pada periode awal kemerdekaan tercantum dalam maklumat pemerintah tanggal 1 november 1945. lebih lanjut, negara memberikan keleluasaan kepada rakyat untuk mendirikan partai politik. hal ini tercantum dalam maklumat pemerintah tanggal 3 november 1945."
2022-03-14,indonesia dorong isu kesetaraan penyandang disabilitas dalam presidensi g20," isu kesetaraan penyandang disabilitas di berbagai sektor menjadi salah satu yang akan dibahas dalam presidensi g20 indonesia. staf khusus presiden republik indonesiaangkie yudistiamengatakan, isu disabilitas pada forum g20 merupakan terobosan serta kemajuan positif bagi indonesia sebagai presidensi untuk memberi ruang pada semua aspek tanpa terkecuali. kesetaraan terhadap disabilitas utamanya terhadap penyediaan lapangan kerja serta kesempatan untuk berdaya secara ekonomi akan menjadi fokus pemerintah dalam g20 tahun ini, ujar angkie seperti dikutip dari keterangan tertulisnya, senin 14 3 2022 . presidensi indonesia dalam forum g20 ini menjadi momentum besar bagi indonesia untuk mendorong isu terciptanya kesetaraanpenyandang disabilitasdalam multisektor.",1,KOMPAS_9535,"indonesia dorong isu kesetaraan penyandang disabilitas dalam presidensi g20. isu kesetaraan penyandang disabilitas di berbagai sektor menjadi salah satu yang akan dibahas dalam presidensi g20 indonesia. staf khusus presiden republik indonesiaangkie yudistiamengatakan, isu disabilitas pada forum g20 merupakan terobosan serta kemajuan positif bagi indonesia sebagai presidensi untuk memberi ruang pada semua aspek tanpa terkecuali. kesetaraan terhadap disabilitas utamanya terhadap penyediaan lapangan kerja serta kesempatan untuk berdaya secara ekonomi akan menjadi fokus pemerintah dalam g20 tahun ini, ujar angkie seperti dikutip dari keterangan tertulisnya, senin 14 3 2022 . presidensi indonesia dalam forum g20 ini menjadi momentum besar bagi indonesia untuk mendorong isu terciptanya kesetaraanpenyandang disabilitasdalam multisektor."
2022-03-16,"ketua komisi x indonesia selalu punya agenda unik, di mana-mana parade motogp itu enggak ada","ketua komisi x dpr syaiful huda menilai, parade motogp yang digelar di jakarta pada rabu 16 3 2022 merupakan hal unik yang hanya terjadi di indonesia. sebab, tidak adaparadeserupa di negara lain yang menyelenggarakanmotogp. ini indonesia memang selalu punya agenda yang unik, di mana-mana parade motor itu enggak ada,parade motogp, tapi bisa terlaksana di indonesia, kata huda dalam rapat komisi x dpr bersama menteri pariwisata dan ekonomi kreatif sandiaga uno, rabu siang. menurut huda, parade motogp merupakan bukti bahwa indonesia merupakan pasar yang sangat besar bagi motogp di mana ada ratusan juta orang indonesia yang menggemari motor.",1,KOMPAS_9519,"ketua komisi x indonesia selalu punya agenda unik, di mana-mana parade motogp itu enggak ada. ketua komisi x dpr syaiful huda menilai, parade motogp yang digelar di jakarta pada rabu 16 3 2022 merupakan hal unik yang hanya terjadi di indonesia. sebab, tidak adaparadeserupa di negara lain yang menyelenggarakanmotogp. ini indonesia memang selalu punya agenda yang unik, di mana-mana parade motor itu enggak ada,parade motogp, tapi bisa terlaksana di indonesia, kata huda dalam rapat komisi x dpr bersama menteri pariwisata dan ekonomi kreatif sandiaga uno, rabu siang. menurut huda, parade motogp merupakan bukti bahwa indonesia merupakan pasar yang sangat besar bagi motogp di mana ada ratusan juta orang indonesia yang menggemari motor."
2022-03-17,update 17 maret ada 262.477 kasus aktif covid-19 di indonesia," pemerintah mencatat masih terdapat 262.477 kasus aktif covid-19 di indonesia saat ini, berdasarkan data terbaru yang diumumkan pada kamis 17 3 2022 . jumlah kasus aktif ini berkurang 17.492 kasus dibandingkan rabu kemarin. kasus aktif adalah pasien yang masih terkonfirmasi positif virus corona, dan menjalani perawatan di rumah sakit atau isolasi mandiri. di samping itu, pemerintah melaporkan tambahan 11.532 kasus baru covid-19. sehingga, secara total kasus covid-19 di indonesia telah mencapai 5.939.082 kasus, terhitung sejak kasus pertama diumumkan presiden joko widodo pada 2 maret 2022.",-1,KOMPAS_9510,"update 17 maret ada 262.477 kasus aktif covid-19 di indonesia. pemerintah mencatat masih terdapat 262.477 kasus aktif covid-19 di indonesia saat ini, berdasarkan data terbaru yang diumumkan pada kamis 17 3 2022 . jumlah kasus aktif ini berkurang 17.492 kasus dibandingkan rabu kemarin. kasus aktif adalah pasien yang masih terkonfirmasi positif virus corona, dan menjalani perawatan di rumah sakit atau isolasi mandiri. di samping itu, pemerintah melaporkan tambahan 11.532 kasus baru covid-19. sehingga, secara total kasus covid-19 di indonesia telah mencapai 5.939.082 kasus, terhitung sejak kasus pertama diumumkan presiden joko widodo pada 2 maret 2022."
2022-03-18,update 18 maret ada 10.714 suspek terkait covid-19 di indonesia," pemerintah mencatat, hingga jumat 18 3 2022 pukul 12.00 wib ada 10.714 suspek terkait covid-19 di indonesia. informasi tersebut disampaikan satuan tugas penanganan covid-19 melalui data yang diterimakompas.com, jumat sore. data itu juga bisa diakses publik di situs covid19.go.id dan kemkes.go.id. yang diperbaharui setiap sore. data yang sama juga menunjukkan ada penambahanpasienpositif covid-19 sebanyak 9.528 orang dalam 24 jam terakhir. penambahan tersebut membuat pasien yang terinfeksi covid-19 di indonesia mencapai 5.948.610 sejak kasus perdana diumumkan pada 2 maret 2020.",-1,KOMPAS_9496,"update 18 maret ada 10.714 suspek terkait covid-19 di indonesia. pemerintah mencatat, hingga jumat 18 3 2022 pukul 12.00 wib ada 10.714 suspek terkait covid-19 di indonesia. informasi tersebut disampaikan satuan tugas penanganan covid-19 melalui data yang diterimakompas.com, jumat sore. data itu juga bisa diakses publik di situs covid19.go.id dan kemkes.go.id. yang diperbaharui setiap sore. data yang sama juga menunjukkan ada penambahanpasienpositif covid-19 sebanyak 9.528 orang dalam 24 jam terakhir. penambahan tersebut membuat pasien yang terinfeksi covid-19 di indonesia mencapai 5.948.610 sejak kasus perdana diumumkan pada 2 maret 2020."
2022-03-19,update 19 maret 229.734 kasus aktif covid-19 di indonesia, satuan tugas penanganan covid-19 mencatat 229.734 kasus aktif covid-19 di indonesia pada sabtu 5 3 2022 . jumlahnya berkurang 16.245 kasus dibandingkan data kemarin. kasus aktif ialah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit atau isolasi mandiri. angka kasus aktif diperoleh dari pengurangan total kasus positif dengan angka kasus kesembuhan dan kematian. data tersebut dapat diakses publik melalui situs,-1,KOMPAS_9493,update 19 maret 229.734 kasus aktif covid-19 di indonesia. satuan tugas penanganan covid-19 mencatat 229.734 kasus aktif covid-19 di indonesia pada sabtu 5 3 2022 . jumlahnya berkurang 16.245 kasus dibandingkan data kemarin. kasus aktif ialah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit atau isolasi mandiri. angka kasus aktif diperoleh dari pengurangan total kasus positif dengan angka kasus kesembuhan dan kematian. data tersebut dapat diakses publik melalui situs
2022-03-22,"ipu ke-144, puan sebut proposal resolusi konflik rusia-ukraina dari selandia baru sejalan dengan indonesia","kompas.com ketua dewan perwakilan rakyat dpr republik indonesia ri puan maharani mengatakan, proposal selandia baru mengenai resolusi konflik rusia-ukraina dalam forum general debate 144th assembly of the inter parliamentary union ipu sebagaiemergency itemsejalan dengan semangat perdamaian yang diusung indonesia. proposalemergencyitemdariselandiabaru itu mendapat suara terbanyak dalam votingdelegasi-delegasi ipu di bali international convention centre bicc nusa dua, bali, senin 21 3 2022 . puan menjelaskan, indonesia juga mengajukan proposalemergency itemserupa. namunusulanselandia baru mendapat lebih banyak suara dari delegasi ipu. usulan dari selandia baru masuk setelah usulan dari indonesia ke majelis sidang, tepatnya di detik-detik terakhir tenggat waktu pengajuan usulan. secara prinsipil ini bukan tentang menang atau kalah voting. keduaemergency itemmengedepankan prinsip budaya damai, penghormatan hukum internasional,territorial integrity, dan aspek kemanusiaan sesuai semangat yang diusung indonesia, katanya dalam keterangan tertulis yang diterima kompas.com, selasa 22 3 2022 .",1,KOMPAS_9478,"ipu ke-144, puan sebut proposal resolusi konflik rusia-ukraina dari selandia baru sejalan dengan indonesia. kompas.com ketua dewan perwakilan rakyat dpr republik indonesia ri puan maharani mengatakan, proposal selandia baru mengenai resolusi konflik rusia-ukraina dalam forum general debate 144th assembly of the inter parliamentary union ipu sebagaiemergency itemsejalan dengan semangat perdamaian yang diusung indonesia. proposalemergencyitemdariselandiabaru itu mendapat suara terbanyak dalam votingdelegasi-delegasi ipu di bali international convention centre bicc nusa dua, bali, senin 21 3 2022 . puan menjelaskan, indonesia juga mengajukan proposalemergency itemserupa. namunusulanselandia baru mendapat lebih banyak suara dari delegasi ipu. usulan dari selandia baru masuk setelah usulan dari indonesia ke majelis sidang, tepatnya di detik-detik terakhir tenggat waktu pengajuan usulan. secara prinsipil ini bukan tentang menang atau kalah voting. keduaemergency itemmengedepankan prinsip budaya damai, penghormatan hukum internasional,territorial integrity, dan aspek kemanusiaan sesuai semangat yang diusung indonesia, katanya dalam keterangan tertulis yang diterima kompas.com, selasa 22 3 2022 ."
2022-03-22,"covid-19 indonesia turun di saat angka global naik, menkes ingatkan masyarakat tetap pakai masker"," menteri kesehatan menkes budi gunadi sadikin meminta semua pihak tetap memperketat protokol kesehatan, salah satunya menggunakan masker. menurut dia,maskertetap diperlukan meskipunkasus covid-19di indonesia saat ini menunjukkan penurunan. masker tetap dipakai, itu yang paling sangat membantu, kata budi di kompleks parlemen senayan, jakarta, selasa 22 3 2022 . budi mengungkapkan hal tersebut ketika ditanya sikap atau antisipasi pemerintah terkait meningkatnya kasus covid-19 global.",1,KOMPAS_9472,"covid-19 indonesia turun di saat angka global naik, menkes ingatkan masyarakat tetap pakai masker. menteri kesehatan menkes budi gunadi sadikin meminta semua pihak tetap memperketat protokol kesehatan, salah satunya menggunakan masker. menurut dia,maskertetap diperlukan meskipunkasus covid-19di indonesia saat ini menunjukkan penurunan. masker tetap dipakai, itu yang paling sangat membantu, kata budi di kompleks parlemen senayan, jakarta, selasa 22 3 2022 . budi mengungkapkan hal tersebut ketika ditanya sikap atau antisipasi pemerintah terkait meningkatnya kasus covid-19 global."
2022-03-22,menghitung kesiapan dunia dan indonesia menuju status endemi covid-19,"oleh nurvirta monarizqa, ingki rinaldi, palupi annisa auliani setelahlebih dari dua tahun menghadapipandemicovid-19, sejumlah negara mulai melonggarkan berbagai aturan yang ditujukan untuk mengatasi persebaran virus corona. spanyol, pada januari 2022,sebagaimana dikutip dari bloomberg, menjadi negara eropa pertama yang secara terbuka menggagas diperlukannya evolusi perlakuan terhadap covid-19, yaitu perubahan dari status pandemi menjadiendemi. sejumlah negara lain, sebagaimana dilaporkan dalam beragam pemberitaan, tercatat mulai melonggarkan sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19. misalnya, sebagaimana terjadi di inggris, denmark, dan perancis. indonesia bukanlah pengecualian.dikutip dari kompas.com edisi 2 maret 2022,pemerintah tengah menyiapkan peta jalan transisi dari pandemi ke endemi. di dalamnya tercakup prakondisi kesehatan dan yang terkait dengan pelayanan kesehatan. sementara itu, organisasi kesehatan dunia who , yang pada 11 maret 2020 mendeklarasikan covid-19 sebagai pandemi, menyatakan bahwa pandemi masih jauh dari selesai.seperti dikutip dari kompas.id edisi 10 maret 2022, pernyataan tersebut merujuk pada keterangan direktur jenderal who tedros adhanom ghebreyesus. status endemi,dikutip dari artikel yang ditulis novrina w resti di laman itjen.kemdikbud.id, merujuk artinya pada penyakit yang berjangkit di suatu daerah atau pada suatu golongan masyarakat. kemunculan penyakit terjadi secara konstan, dengan contohnya endemi demam berdarah dengue. adapun pandemi merupakan wabah yang berjangkit serempak di mana-mana, meliputi daerah geografi yang luas. contohnya, covid-19 dalam status saat ini. sementara itu, epidemi adalah penyakit menular dengan cepat di daerah luas dengan menimbulkan banyak korban. contohnya, epidemi virus ebola. guna menyigi lebih detail kesiapan sejumlah negara, dan juga indonesia, terkait kemungkinan transisi dari status pandemi ke endemi,kudumelakukan analisis di sejumlah negara dengan menghitung sejumlah indikator terkait. beberapa negara dipilih dalam analisis ini. pertama, sejumlah negara yang melakukan pelonggaran internal maupun eksternal, yakni thailand, perancis, portugal, israel, belanda, jerman, italia, singapura, norwegia, jepang, afrika selatan, austria, australia, yunani, spanyol, fiji, swedia, kanada, denmark, inggris, maroko, irlandia, selandia baru, bahama, uni emirat arab, swiss, vietnam, filipina, dan amerika serikat. kemudian, beberapa negara yang melakukan pengetatan, seperti india, hong kong, brasil, china, dan meksiko. pemilihan ini berdasarkandata yang dikutip dari laman northstar meetings grouppada 5 maret 2022, sejumlah pemberitaan di beberapa media, serta pengalaman penulis di sebagian negara-negara tersebut. adapun sejumlah indikator yang digunakan sebagian di antaranya adalah jumlah kasus baru per sejuta orang, jumlah vaksinasi penuh baru per seratus orang, jumlah total vaksinboosterper seratus orang, jumlah tempat tidur di rumah sakit per seribu orang, dan jumlah dokter per seribu orang. seluruh data diambil darilaman our world in datapada senin 7 3 2022 . akan tetapi perlu digarisbawahi bahwa tidak seluruh data yang terdapat di laman tersebut berisikan data terkini. misalnya, data mengenai jumlah rumah sakit di indonesia, yang merupakan data dari tahun 2017. di luar itu, indikator lain merupakan data terbaru. visualisasi di bawah ini memberikan gambaran mengenai posisi indonesia di antara sejumlah negara lain, dalam konteks catatan kasus-kasus yang baru muncul dan tingkat kematian per sejuta orang. masing-masing dibedakan antara negara-negara yang diidentifikasi cenderung melakukan pelonggaran sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19, relatif melakukan pengetatan, dan kondisi indonesia. dari hasil analisis di atas, terlihat bahwa jumlah kasus baru covid-19 per sejuta orang dan tingkat kematian baru per sejuta orang di indonesia relatif rendah. hal ini terutama manakala disandingkan dengan catatan dari negara-negara lain. sekalipun demikian, terdapat indikator lain yang menuju pada arah terbentuknya kekebalan di tingkatan populasi. hal ini cenderung berkaitan dengan penentuan status endemi atau pandemi, dan relatif berhubungan dengan jumlah atau persentase penduduk yang sudah mendapatkan vaksin penuh dan vaksinbooster. lalu, visualisasi di bawah ini memberikan gambaran mengenai posisi indonesia di antara sejumlah negara lain, dalam konteks persentase penduduk yang sudah mendapat vaksinboosterdan persentase penduduk yang telah mendapatkan vaksin penuh. masing-masing dibedakan antara negara-negara yang diidentifikasi cenderung melakukan pelonggaran sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19, relatif melakukan pengetatan, dan kondisi indonesia. berdasarkan data tersebut, tampak bahwa indonesia berada di jajaran bawah dalam hal persentase penduduk yang sudah memperolah vaksin booster. adapun untuk persentase penduduk yang mendapatkan vaksin penuh, indonesia berada di kisaran sekitar 60 persen. berikutnya, kami menyigi data terkait jumlah fasilitas kesehatan per seribu orang penduduk. masing-masing adalah indikator mengenai jumlah tempat tidur kasur di rumah sakit per seribu orang penduduk, dokter per seribu penduduk, dan perawat per seribu penduduk. data-data terkait kami nilai mewakili arah peta jalan indonesia menuju status endemi yang disiapkan pemerintah. di dalamnya termasuk hal-hal yang terkait dengan prakondisi kesehatan dan yang berhubungan dengan pelayanan kesehatan. transisi dari status pandemi ke endemi, atau fase respons yang bertransisi menuju fase pemulihan dalam konteks penilaian risiko bencana, jelas tidak hanya tergantung pada sejumlah indikator dari berbagai kumpulan data di atas.",1,KOMPAS_9481,"menghitung kesiapan dunia dan indonesia menuju status endemi covid-19. oleh nurvirta monarizqa, ingki rinaldi, palupi annisa auliani setelahlebih dari dua tahun menghadapipandemicovid-19, sejumlah negara mulai melonggarkan berbagai aturan yang ditujukan untuk mengatasi persebaran virus corona. spanyol, pada januari 2022,sebagaimana dikutip dari bloomberg, menjadi negara eropa pertama yang secara terbuka menggagas diperlukannya evolusi perlakuan terhadap covid-19, yaitu perubahan dari status pandemi menjadiendemi. sejumlah negara lain, sebagaimana dilaporkan dalam beragam pemberitaan, tercatat mulai melonggarkan sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19. misalnya, sebagaimana terjadi di inggris, denmark, dan perancis. indonesia bukanlah pengecualian.dikutip dari kompas.com edisi 2 maret 2022,pemerintah tengah menyiapkan peta jalan transisi dari pandemi ke endemi. di dalamnya tercakup prakondisi kesehatan dan yang terkait dengan pelayanan kesehatan. sementara itu, organisasi kesehatan dunia who , yang pada 11 maret 2020 mendeklarasikan covid-19 sebagai pandemi, menyatakan bahwa pandemi masih jauh dari selesai.seperti dikutip dari kompas.id edisi 10 maret 2022, pernyataan tersebut merujuk pada keterangan direktur jenderal who tedros adhanom ghebreyesus. status endemi,dikutip dari artikel yang ditulis novrina w resti di laman itjen.kemdikbud.id, merujuk artinya pada penyakit yang berjangkit di suatu daerah atau pada suatu golongan masyarakat. kemunculan penyakit terjadi secara konstan, dengan contohnya endemi demam berdarah dengue. adapun pandemi merupakan wabah yang berjangkit serempak di mana-mana, meliputi daerah geografi yang luas. contohnya, covid-19 dalam status saat ini. sementara itu, epidemi adalah penyakit menular dengan cepat di daerah luas dengan menimbulkan banyak korban. contohnya, epidemi virus ebola. guna menyigi lebih detail kesiapan sejumlah negara, dan juga indonesia, terkait kemungkinan transisi dari status pandemi ke endemi,kudumelakukan analisis di sejumlah negara dengan menghitung sejumlah indikator terkait. beberapa negara dipilih dalam analisis ini. pertama, sejumlah negara yang melakukan pelonggaran internal maupun eksternal, yakni thailand, perancis, portugal, israel, belanda, jerman, italia, singapura, norwegia, jepang, afrika selatan, austria, australia, yunani, spanyol, fiji, swedia, kanada, denmark, inggris, maroko, irlandia, selandia baru, bahama, uni emirat arab, swiss, vietnam, filipina, dan amerika serikat. kemudian, beberapa negara yang melakukan pengetatan, seperti india, hong kong, brasil, china, dan meksiko. pemilihan ini berdasarkandata yang dikutip dari laman northstar meetings grouppada 5 maret 2022, sejumlah pemberitaan di beberapa media, serta pengalaman penulis di sebagian negara-negara tersebut. adapun sejumlah indikator yang digunakan sebagian di antaranya adalah jumlah kasus baru per sejuta orang, jumlah vaksinasi penuh baru per seratus orang, jumlah total vaksinboosterper seratus orang, jumlah tempat tidur di rumah sakit per seribu orang, dan jumlah dokter per seribu orang. seluruh data diambil darilaman our world in datapada senin 7 3 2022 . akan tetapi perlu digarisbawahi bahwa tidak seluruh data yang terdapat di laman tersebut berisikan data terkini. misalnya, data mengenai jumlah rumah sakit di indonesia, yang merupakan data dari tahun 2017. di luar itu, indikator lain merupakan data terbaru. visualisasi di bawah ini memberikan gambaran mengenai posisi indonesia di antara sejumlah negara lain, dalam konteks catatan kasus-kasus yang baru muncul dan tingkat kematian per sejuta orang. masing-masing dibedakan antara negara-negara yang diidentifikasi cenderung melakukan pelonggaran sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19, relatif melakukan pengetatan, dan kondisi indonesia. dari hasil analisis di atas, terlihat bahwa jumlah kasus baru covid-19 per sejuta orang dan tingkat kematian baru per sejuta orang di indonesia relatif rendah. hal ini terutama manakala disandingkan dengan catatan dari negara-negara lain. sekalipun demikian, terdapat indikator lain yang menuju pada arah terbentuknya kekebalan di tingkatan populasi. hal ini cenderung berkaitan dengan penentuan status endemi atau pandemi, dan relatif berhubungan dengan jumlah atau persentase penduduk yang sudah mendapatkan vaksin penuh dan vaksinbooster. lalu, visualisasi di bawah ini memberikan gambaran mengenai posisi indonesia di antara sejumlah negara lain, dalam konteks persentase penduduk yang sudah mendapat vaksinboosterdan persentase penduduk yang telah mendapatkan vaksin penuh. masing-masing dibedakan antara negara-negara yang diidentifikasi cenderung melakukan pelonggaran sebagian aturan atau kebijakan pembatasan aktivitas yang sebelumnya diterapkan untuk menghambat persebaran covid-19, relatif melakukan pengetatan, dan kondisi indonesia. berdasarkan data tersebut, tampak bahwa indonesia berada di jajaran bawah dalam hal persentase penduduk yang sudah memperolah vaksin booster. adapun untuk persentase penduduk yang mendapatkan vaksin penuh, indonesia berada di kisaran sekitar 60 persen. berikutnya, kami menyigi data terkait jumlah fasilitas kesehatan per seribu orang penduduk. masing-masing adalah indikator mengenai jumlah tempat tidur kasur di rumah sakit per seribu orang penduduk, dokter per seribu penduduk, dan perawat per seribu penduduk. data-data terkait kami nilai mewakili arah peta jalan indonesia menuju status endemi yang disiapkan pemerintah. di dalamnya termasuk hal-hal yang terkait dengan prakondisi kesehatan dan yang berhubungan dengan pelayanan kesehatan. transisi dari status pandemi ke endemi, atau fase respons yang bertransisi menuju fase pemulihan dalam konteks penilaian risiko bencana, jelas tidak hanya tergantung pada sejumlah indikator dari berbagai kumpulan data di atas."
2022-03-23,update 23 maret ada 168.563 kasus aktif covid-19 di indonesia," pemerintah menyebutkan, ada 168.563 kasus aktif covid-19 pada rabu 23 2 2022 . jumlah tersebut tercatat menyusul adanya penurunan sebanyak 12.992 kasus aktif selama 24 jam terakhir. kasus aktif adalah pasien yang dinyatakan positif covid-19 dan sedang menjalani perawatan. angka itu didapatkan dengan mengurangi total kasus positif covid-19 dengan angka kesembuhan dan kematian.",-1,KOMPAS_9466,"update 23 maret ada 168.563 kasus aktif covid-19 di indonesia. pemerintah menyebutkan, ada 168.563 kasus aktif covid-19 pada rabu 23 2 2022 . jumlah tersebut tercatat menyusul adanya penurunan sebanyak 12.992 kasus aktif selama 24 jam terakhir. kasus aktif adalah pasien yang dinyatakan positif covid-19 dan sedang menjalani perawatan. angka itu didapatkan dengan mengurangi total kasus positif covid-19 dengan angka kesembuhan dan kematian."
2022-03-23,ksp klaim konflik rusia-ukraina tak berdampak langsung ke ekonomi indonesia,"jakarta, kompas.com -deputi iii kepala staf kepresidenan ksp panutan s. sulendrakusuma mengatakan, konflik antara rusia dan ukraina tidak berdampak langsung pada perekonomian indonesia. pasalnya, saat ini hubungan dagang indonesia dengan dua negara tersebut minim. dampaknya tidak langsung pada ekonomi indonesia. relasi perdagangan dan investasi antara indonesia denganrusiadanukraina, cukup rendah, ujarnya dalam keterangan pers pada rabu 23 3 2022 .",1,KOMPAS_9468,"ksp klaim konflik rusia-ukraina tak berdampak langsung ke ekonomi indonesia. jakarta, kompas.com -deputi iii kepala staf kepresidenan ksp panutan s. sulendrakusuma mengatakan, konflik antara rusia dan ukraina tidak berdampak langsung pada perekonomian indonesia. pasalnya, saat ini hubungan dagang indonesia dengan dua negara tersebut minim. dampaknya tidak langsung pada ekonomi indonesia. relasi perdagangan dan investasi antara indonesia denganrusiadanukraina, cukup rendah, ujarnya dalam keterangan pers pada rabu 23 3 2022 ."
2022-03-23,kritik politik semau gue dalam wacana tunda pemilu dan masa jabatan presiden," aktivis hak asasi manusia sekaligus sosiolog universitas negeri jakarta robertus robet mengatakan, elite politik seharusnya tidak menyampaikan wacana yang kontroversial seperti penundaan pemilihan umum pemilu 2024, perpanjangan masa jabatan presiden, atau mengubah undang-undang dasar 1945 demi meloloskan agenda masa jabatan presiden menjadi 3 periode. robet mengatakan elite politik tidak seharusnya bisa seenaknya melontarkan wacana yang membuat gaduh dan mengancam amanat reformasi. elite indonesia mesti menghentikan cara berpolitik semau gue, kata robet kepada kompas.com, selasa 22 3 2022 . robet juga memintapresiden joko widodo jokowi menegur para pendukungnya yang masih menyuarakan wacanaperpanjangan masa jabatan presidenataupun ide 3 periode. selayaknya presiden menyatakan sikap ketaatannya kepada konstitusi dengan pertama-tama menegur dan meminta semua pendukungnya menghentikan ide dan mobilisasi perpanjangan masa jabatan ataupun ide 3 periode, ujar robet.",-1,KOMPAS_9471,"kritik politik semau gue dalam wacana tunda pemilu dan masa jabatan presiden. aktivis hak asasi manusia sekaligus sosiolog universitas negeri jakarta robertus robet mengatakan, elite politik seharusnya tidak menyampaikan wacana yang kontroversial seperti penundaan pemilihan umum pemilu 2024, perpanjangan masa jabatan presiden, atau mengubah undang-undang dasar 1945 demi meloloskan agenda masa jabatan presiden menjadi 3 periode. robet mengatakan elite politik tidak seharusnya bisa seenaknya melontarkan wacana yang membuat gaduh dan mengancam amanat reformasi. elite indonesia mesti menghentikan cara berpolitik semau gue, kata robet kepada kompas.com, selasa 22 3 2022 . robet juga memintapresiden joko widodo jokowi menegur para pendukungnya yang masih menyuarakan wacanaperpanjangan masa jabatan presidenataupun ide 3 periode. selayaknya presiden menyatakan sikap ketaatannya kepada konstitusi dengan pertama-tama menegur dan meminta semua pendukungnya menghentikan ide dan mobilisasi perpanjangan masa jabatan ataupun ide 3 periode, ujar robet."
2022-03-24,"as minta rusia dikeluarkan dari g20, anggota dpr indonesia presidensi, bukan event organizer"," anggota komisi i dpr effendi simbolon menilai, indonesia tidak perlu menggubris adanya pertimbangan amerika serikat as agar rusia dikeluarkan dari g20. sebaliknya, indonesia sebagai presidensig20mampu mengambil momentum tersebut untuk membawa perdamaian atas konflikrusia-ukraina. jangan lah, ya forum itu lah yang justru bisa kita manfaatkan, kata effendi ditemui di kompleks parlemen senayan, jakarta, kamis 24 3 2022 . politisi pdi-p itu berpendapat, indonesia melalui presiden joko widodo jokowi diharapkan dapat mengambil peran dalam pertemuan g20.",-1,KOMPAS_9453,"as minta rusia dikeluarkan dari g20, anggota dpr indonesia presidensi, bukan event organizer. anggota komisi i dpr effendi simbolon menilai, indonesia tidak perlu menggubris adanya pertimbangan amerika serikat as agar rusia dikeluarkan dari g20. sebaliknya, indonesia sebagai presidensig20mampu mengambil momentum tersebut untuk membawa perdamaian atas konflikrusia-ukraina. jangan lah, ya forum itu lah yang justru bisa kita manfaatkan, kata effendi ditemui di kompleks parlemen senayan, jakarta, kamis 24 3 2022 . politisi pdi-p itu berpendapat, indonesia melalui presiden joko widodo jokowi diharapkan dapat mengambil peran dalam pertemuan g20."
